"id","name","types","height","weight","abilities","egg_groups","stats","genus","description"
75,"Graveler","[""ground"", ""rock""]",10.00,1050.00,"[""sand-veil"", ""sturdy"", ""rock-head""]","[""mineral""]","{""hp"": 55, ""speed"": 35, ""attack"": 95, ""defense"": 115, ""special-attack"": 45, ""special-defense"": 45}","Rock PokÃ©mon","This slow-footed PokÃ©mon moves by curling up
and rolling instead of walking. With enough
momentum, its speed can exceed 60 mph."
76,"Golem","[""ground"", ""rock""]",14.00,3000.00,"[""sand-veil"", ""sturdy"", ""rock-head""]","[""mineral""]","{""hp"": 80, ""speed"": 45, ""attack"": 120, ""defense"": 130, ""special-attack"": 55, ""special-defense"": 65}","Megaton PokÃ©mon","Once a year, this PokÃ©mon molts, and its shed
shell returns to the soil. This process creates
enriched soil, so farmers collect the shells."
77,"Ponyta","[""fire""]",10.00,300.00,"[""flame-body"", ""flash-fire"", ""run-away""]","[""ground""]","{""hp"": 50, ""speed"": 90, ""attack"": 85, ""defense"": 55, ""special-attack"": 65, ""special-defense"": 65}","Fire Horse PokÃ©mon","Ponyta is very weak at birth. It can barely stand up.
This PokÃ©mon becomes stronger by stumbling and
falling to keep up with its parent."
78,"Rapidash","[""fire""]",17.00,950.00,"[""flame-body"", ""flash-fire"", ""run-away""]","[""ground""]","{""hp"": 65, ""speed"": 105, ""attack"": 100, ""defense"": 70, ""special-attack"": 80, ""special-defense"": 80}","Fire Horse PokÃ©mon","Rapidash usually can be seen casually cantering in the fields
and plains. However, when this PokÃ©mon turns serious, its
fiery manes flare and blaze as it gallops its way up to 150 mph."
79,"Slowpoke","[""psychic"", ""water""]",12.00,360.00,"[""regenerator"", ""own-tempo"", ""oblivious""]","[""water1"", ""monster""]","{""hp"": 90, ""speed"": 15, ""attack"": 65, ""defense"": 65, ""special-attack"": 40, ""special-defense"": 40}","Dopey PokÃ©mon","Alolan home cooking involves drying Slowpoke
tails and then simmering them into a salty stew."
80,"Slowbro","[""psychic"", ""water""]",16.00,785.00,"[""regenerator"", ""own-tempo"", ""oblivious""]","[""water1"", ""monster""]","{""hp"": 95, ""speed"": 30, ""attack"": 75, ""defense"": 110, ""special-attack"": 100, ""special-defense"": 80}","Hermit Crab PokÃ©mon","Whenever Shellder bites down hard on its tail,
it gives Slowbro a flash of inspiration...which it
forgets a moment later."
81,"Magnemite","[""steel"", ""electric""]",3.00,60.00,"[""analytic"", ""sturdy"", ""magnet-pull""]","[""mineral""]","{""hp"": 25, ""speed"": 45, ""attack"": 35, ""defense"": 70, ""special-attack"": 95, ""special-defense"": 55}","Magnet PokÃ©mon","It sends out electromagnetic waves, which let it
float through the air. Touching it while itâ€™s eating
electricity will give you a full-body shock."
82,"Magneton","[""steel"", ""electric""]",10.00,600.00,"[""analytic"", ""sturdy"", ""magnet-pull""]","[""mineral""]","{""hp"": 50, ""speed"": 70, ""attack"": 60, ""defense"": 95, ""special-attack"": 120, ""special-defense"": 70}","Magnet PokÃ©mon","It has about three times the electrical power of
Magnemite. For some reason, outbreaks of this
PokÃ©mon happen when lots of sunspots appear."
83,"Farfetchâ€™d","[""flying"", ""normal""]",8.00,150.00,"[""defiant"", ""inner-focus"", ""keen-eye""]","[""ground"", ""flying""]","{""hp"": 52, ""speed"": 60, ""attack"": 90, ""defense"": 55, ""special-attack"": 58, ""special-defense"": 62}","Wild Duck PokÃ©mon","Farfetchâ€™d is always seen with a stalk from a plant of some
sort. Apparently, there are good stalks and bad stalks. This
PokÃ©mon has been known to fight with others over stalks."
84,"Doduo","[""flying"", ""normal""]",14.00,392.00,"[""tangled-feet"", ""early-bird"", ""run-away""]","[""flying""]","{""hp"": 35, ""speed"": 75, ""attack"": 85, ""defense"": 45, ""special-attack"": 35, ""special-defense"": 35}","Twin Bird PokÃ©mon","Doduoâ€™s two heads contain completely identical brains. A
scientific study reported that on rare occasions, there will be
examples of this PokÃ©mon possessing different sets of brains."
85,"Dodrio","[""flying"", ""normal""]",18.00,852.00,"[""tangled-feet"", ""early-bird"", ""run-away""]","[""flying""]","{""hp"": 60, ""speed"": 110, ""attack"": 110, ""defense"": 70, ""special-attack"": 60, ""special-defense"": 60}","Triple Bird PokÃ©mon","Apparently, the heads arenâ€™t the only parts of the body that
Dodrio has three of. It has three sets of hearts and lungs as
well, so it is capable of running long distances without rest."
86,"Seel","[""water""]",11.00,900.00,"[""ice-body"", ""hydration"", ""thick-fat""]","[""ground"", ""water1""]","{""hp"": 65, ""speed"": 45, ""attack"": 45, ""defense"": 55, ""special-attack"": 45, ""special-defense"": 70}","Sea Lion PokÃ©mon","Seel hunts for prey in the frigid sea underneath sheets of ice.
When it needs to breathe, it punches a hole through the ice
with the sharply protruding section of its head."
87,"Dewgong","[""ice"", ""water""]",17.00,1200.00,"[""ice-body"", ""hydration"", ""thick-fat""]","[""ground"", ""water1""]","{""hp"": 90, ""speed"": 70, ""attack"": 70, ""defense"": 80, ""special-attack"": 70, ""special-defense"": 95}","Sea Lion PokÃ©mon","Dewgong loves to snooze on bitterly cold ice. The sight of
this PokÃ©mon sleeping on a glacier was mistakenly thought
to be a mermaid by a mariner long ago."
88,"Grimer","[""poison""]",9.00,300.00,"[""poison-touch"", ""sticky-hold"", ""stench""]","[""indeterminate""]","{""hp"": 80, ""speed"": 25, ""attack"": 80, ""defense"": 50, ""special-attack"": 40, ""special-defense"": 50}","Sludge PokÃ©mon","It was born from sludge transformed by
exposure to X-rays from the moon. When its
internal load of germs decreases, it dies."
89,"Muk","[""poison""]",12.00,300.00,"[""poison-touch"", ""sticky-hold"", ""stench""]","[""indeterminate""]","{""hp"": 105, ""speed"": 50, ""attack"": 105, ""defense"": 75, ""special-attack"": 65, ""special-defense"": 100}","Sludge PokÃ©mon","After recent environmental improvements, this
PokÃ©mon is now hardly seen at all. People
speculate that it may go extinct at some point."
90,"Shellder","[""water""]",3.00,40.00,"[""overcoat"", ""skill-link"", ""shell-armor""]","[""water3""]","{""hp"": 30, ""speed"": 40, ""attack"": 65, ""defense"": 100, ""special-attack"": 45, ""special-defense"": 25}","Bivalve PokÃ©mon","This PokÃ©monâ€™s tongue is always hanging out.
It uses its tongue with great dexterity to dig up
sand from the seabed in its search for food."
91,"Cloyster","[""ice"", ""water""]",15.00,1325.00,"[""overcoat"", ""skill-link"", ""shell-armor""]","[""water3""]","{""hp"": 50, ""speed"": 70, ""attack"": 95, ""defense"": 180, ""special-attack"": 85, ""special-defense"": 45}","Bivalve PokÃ©mon","Excavation of the tombs of ancient hunting
tribes has turned up many spears tipped with
spikes that had fallen off this PokÃ©monâ€™s shell."
92,"Gastly","[""poison"", ""ghost""]",13.00,1.00,"[""levitate""]","[""indeterminate""]","{""hp"": 30, ""speed"": 80, ""attack"": 35, ""defense"": 30, ""special-attack"": 100, ""special-defense"": 35}","Gas PokÃ©mon","Although Gastly is barely visible, when itâ€™s near,
a faint sweet smell lingers."
93,"Haunter","[""poison"", ""ghost""]",16.00,1.00,"[""levitate""]","[""indeterminate""]","{""hp"": 45, ""speed"": 95, ""attack"": 50, ""defense"": 45, ""special-attack"": 115, ""special-defense"": 55}","Gas PokÃ©mon","It fears the light and revels in the dark. It may
be on the verge of extinction in cities that stay
brightly lit at night."
94,"Gengar","[""poison"", ""ghost""]",15.00,405.00,"[""cursed-body""]","[""indeterminate""]","{""hp"": 60, ""speed"": 110, ""attack"": 65, ""defense"": 60, ""special-attack"": 130, ""special-defense"": 75}","Shadow PokÃ©mon","It apparently wishes for a traveling companion.
Since it was once human itself, it tries to create
one by taking the lives of other humans."
95,"Onix","[""ground"", ""rock""]",88.00,2100.00,"[""weak-armor"", ""sturdy"", ""rock-head""]","[""mineral""]","{""hp"": 35, ""speed"": 70, ""attack"": 45, ""defense"": 160, ""special-attack"": 30, ""special-defense"": 45}","Rock Snake PokÃ©mon","Onix has a magnet in its brain. It acts as a compass so that
this PokÃ©mon does not lose direction while it is tunneling.
As it grows older, its body becomes increasingly rounder
and smoother."
96,"Drowzee","[""psychic""]",10.00,324.00,"[""inner-focus"", ""forewarn"", ""insomnia""]","[""humanshape""]","{""hp"": 60, ""speed"": 42, ""attack"": 48, ""defense"": 45, ""special-attack"": 43, ""special-defense"": 90}","Hypnosis PokÃ©mon","It finds really fun dreams tasty. When it makes
friends with people, it may show them the most
delicious dreams itâ€™s ever eaten."
97,"Hypno","[""psychic""]",16.00,756.00,"[""inner-focus"", ""forewarn"", ""insomnia""]","[""humanshape""]","{""hp"": 85, ""speed"": 67, ""attack"": 73, ""defense"": 70, ""special-attack"": 73, ""special-defense"": 115}","Hypnosis PokÃ©mon","As a matter of course, it makes anyone it meets
fall asleep and has a taste of their dreams.
Anyone having a good dream, it carries off."
98,"Krabby","[""water""]",4.00,65.00,"[""sheer-force"", ""shell-armor"", ""hyper-cutter""]","[""water3""]","{""hp"": 30, ""speed"": 50, ""attack"": 105, ""defense"": 90, ""special-attack"": 25, ""special-defense"": 25}","River Crab PokÃ©mon","Krabby live on beaches, burrowed inside holes dug into
the sand. On sandy beaches with little in the way of food,
these PokÃ©mon can be seen squabbling with each other
over territory."
99,"Kingler","[""water""]",13.00,600.00,"[""sheer-force"", ""shell-armor"", ""hyper-cutter""]","[""water3""]","{""hp"": 55, ""speed"": 75, ""attack"": 130, ""defense"": 115, ""special-attack"": 50, ""special-defense"": 50}","Pincer PokÃ©mon","Kingler has an enormous, oversized claw. It waves this huge
claw in the air to communicate with others. However, because
the claw is so heavy, the PokÃ©mon quickly tires."
100,"Voltorb","[""electric""]",5.00,104.00,"[""aftermath"", ""static"", ""soundproof""]","[""mineral""]","{""hp"": 40, ""speed"": 100, ""attack"": 30, ""defense"": 50, ""special-attack"": 55, ""special-defense"": 55}","Ball PokÃ©mon","Voltorb is extremely sensitiveâ€”it explodes at the slightest
of shocks. It is rumored that it was first created when a
PokÃ© Ball was exposed to a powerful pulse of energy."
101,"Electrode","[""electric""]",12.00,666.00,"[""aftermath"", ""static"", ""soundproof""]","[""mineral""]","{""hp"": 60, ""speed"": 150, ""attack"": 50, ""defense"": 70, ""special-attack"": 80, ""special-defense"": 80}","Ball PokÃ©mon","One of Electrodeâ€™s characteristics is its attraction to electricity.
It is a problematical PokÃ©mon that congregates mostly at
electrical power plants to feed on electricity that has just
been generated."
102,"Exeggcute","[""psychic"", ""grass""]",4.00,25.00,"[""harvest"", ""chlorophyll""]","[""plant""]","{""hp"": 60, ""speed"": 40, ""attack"": 40, ""defense"": 80, ""special-attack"": 60, ""special-defense"": 45}","Egg PokÃ©mon","Six of them together form a full-fledged
PokÃ©mon. Itâ€™s often hunted by Crabrawler,
but uses psychokinesis to drive it off."
103,"Exeggutor","[""psychic"", ""grass""]",20.00,1200.00,"[""harvest"", ""chlorophyll""]","[""plant""]","{""hp"": 95, ""speed"": 55, ""attack"": 95, ""defense"": 85, ""special-attack"": 125, ""special-defense"": 75}","Coconut PokÃ©mon","When the time comes, one of its three heads
falls off. Before long, the fallen head grows into
an Exeggcute."
104,"Cubone","[""ground""]",4.00,65.00,"[""battle-armor"", ""lightning-rod"", ""rock-head""]","[""monster""]","{""hp"": 50, ""speed"": 35, ""attack"": 50, ""defense"": 95, ""special-attack"": 40, ""special-defense"": 50}","Lonely PokÃ©mon","The skull it wears on its head is that of its dead
mother. According to some, it will evolve when
it comes to terms with the pain of her death."
105,"Marowak","[""ground""]",10.00,450.00,"[""battle-armor"", ""lightning-rod"", ""rock-head""]","[""monster""]","{""hp"": 60, ""speed"": 45, ""attack"": 80, ""defense"": 110, ""special-attack"": 50, ""special-defense"": 80}","Bone Keeper PokÃ©mon","This PokÃ©mon is out for vengeance on its natural
enemy, Mandibuzz. It throws bones like
boomerangs to try to take it down."
106,"Hitmonlee","[""fighting""]",15.00,498.00,"[""unburden"", ""reckless"", ""limber""]","[""humanshape""]","{""hp"": 50, ""speed"": 87, ""attack"": 120, ""defense"": 53, ""special-attack"": 35, ""special-defense"": 110}","Kicking PokÃ©mon","Hitmonleeâ€™s legs freely contract and stretch. Using these
springlike legs, it bowls over foes with devastating kicks.
After battle, it rubs down its legs and loosens the muscles
to overcome fatigue."
107,"Hitmonchan","[""fighting""]",14.00,502.00,"[""inner-focus"", ""iron-fist"", ""keen-eye""]","[""humanshape""]","{""hp"": 50, ""speed"": 76, ""attack"": 105, ""defense"": 79, ""special-attack"": 35, ""special-defense"": 110}","Punching PokÃ©mon","Hitmonchan is said to possess the spirit of a boxer who had
been working toward a world championship. This PokÃ©mon
has an indomitable spirit and will never give up in the face
of adversity."
108,"Lickitung","[""normal""]",12.00,655.00,"[""cloud-nine"", ""oblivious"", ""own-tempo""]","[""monster""]","{""hp"": 90, ""speed"": 30, ""attack"": 55, ""defense"": 75, ""special-attack"": 60, ""special-defense"": 75}","Licking PokÃ©mon","Whenever Lickitung comes across something new, it will
unfailingly give it a lick. It does so because it memorizes things
by texture and by taste. It is somewhat put off by sour things."
109,"Koffing","[""poison""]",6.00,10.00,"[""levitate""]","[""indeterminate""]","{""hp"": 40, ""speed"": 35, ""attack"": 65, ""defense"": 95, ""special-attack"": 60, ""special-defense"": 45}","Poison Gas PokÃ©mon","Koffing embodies toxic substances. It mixes the toxins with raw
garbage to set off a chemical reaction that results in a terribly
powerful poison gas. The higher the temperature, the more gas
is concocted by this PokÃ©mon."
110,"Weezing","[""poison""]",12.00,95.00,"[""levitate""]","[""indeterminate""]","{""hp"": 65, ""speed"": 60, ""attack"": 90, ""defense"": 120, ""special-attack"": 85, ""special-defense"": 70}","Poison Gas PokÃ©mon","Weezing alternately shrinks and inflates its twin bodies to mix
together toxic gases inside. The more the gases are mixed,
the more powerful the toxins become. The PokÃ©mon also
becomes more putrid."
111,"Rhyhorn","[""rock"", ""ground""]",10.00,1150.00,"[""reckless"", ""rock-head"", ""lightning-rod""]","[""ground"", ""monster""]","{""hp"": 80, ""speed"": 25, ""attack"": 85, ""defense"": 95, ""special-attack"": 30, ""special-defense"": 30}","Spikes PokÃ©mon","Rhyhornâ€™s brain is very small. It is so dense, while on a run
it forgets why it started running in the first place. It apparently
remembers sometimes if it demolishes something."
112,"Rhydon","[""rock"", ""ground""]",19.00,1200.00,"[""reckless"", ""rock-head"", ""lightning-rod""]","[""ground"", ""monster""]","{""hp"": 105, ""speed"": 40, ""attack"": 130, ""defense"": 120, ""special-attack"": 45, ""special-defense"": 45}","Drill PokÃ©mon","Rhydon has a horn that serves as a drill. It is used for
destroying rocks and boulders. This PokÃ©mon occasionally
rams into streams of magma, but the armor-like hide prevents
it from feeling the heat."
113,"Chansey","[""normal""]",11.00,346.00,"[""healer"", ""serene-grace"", ""natural-cure""]","[""fairy""]","{""hp"": 250, ""speed"": 50, ""attack"": 5, ""defense"": 5, ""special-attack"": 35, ""special-defense"": 105}","Egg PokÃ©mon","Not only are these PokÃ©mon fast runners,
theyâ€™re also few in number, so anyone who finds
one must be lucky indeed."
